Title,Authors,Year,PDF Link
"Transform Once: Efficient Operator Learning in Frequency Domain","Michael Poli, Stefano Massaroli, Federico Berto, Jinkyoo Park, Tri Dao, Christopher Ré, Stefano Ermon","2022","https://papers.nips.cc/paper_files/paper/2022/file/342339109d7d756ef7bb30cf672aec02-Abstract-Conference.html-Paper.pdf"
"Fused Orthogonal Alternating Least Squares for Tensor Clustering","Jiacheng Wang, Dan Nicolae","2022","https://papers.nips.cc/paper_files/paper/2022/file/34260a400e39a802961470b3d3de99cc-Abstract-Conference.html-Paper.pdf"
"A Solver-free Framework for Scalable Learning in Neural ILP Architectures","Yatin Nandwani, Rishabh Ranjan, - Mausam, Parag Singla","2022","https://papers.nips.cc/paper_files/paper/2022/file/3469b211b829b39d2b0cfd3b880a869c-Abstract-Conference.html-Paper.pdf"
"Distributed Distributionally Robust Optimization with Non-Convex Objectives","Yang Jiao, Kai Yang, Dongjin Song","2022","https://papers.nips.cc/paper_files/paper/2022/file/34899013589ef41aea4d7b2f0ef310c1-Abstract-Conference.html-Paper.pdf"
"Parameter-free Regret in High Probability with Heavy Tails","Jiujia Zhang, Ashok Cutkosky","2022","https://papers.nips.cc/paper_files/paper/2022/file/349956dee974cfdcbbb2d06afad5dd4a-Abstract-Conference.html-Paper.pdf"
"Non-Convex Bilevel Games with Critical Point Selection Maps","Michael Arbel, Julien Mairal","2022","https://papers.nips.cc/paper_files/paper/2022/file/349a45f211fb1b3850da1ccd829e869e-Abstract-Conference.html-Paper.pdf"
"Consistent Sufficient Explanations and Minimal Local Rules for explaining the decision of any classifier or regressor","Salim I. Amoukou, Nicolas Brunel","2022","https://papers.nips.cc/paper_files/paper/2022/file/34b13425b5ba8ad05d97b0043df52ed3-Abstract-Conference.html-Paper.pdf"
"High-dimensional Additive Gaussian Processes under Monotonicity Constraints","Andrés López-Lopera, Francois Bachoc, Olivier Roustant","2022","https://papers.nips.cc/paper_files/paper/2022/file/34b70ece5f8d273fd670a17e2248d034-Abstract-Conference.html-Paper.pdf"
"Spherical Channels for Modeling Atomic Interactions","Larry Zitnick, Abhishek Das, Adeesh Kolluru, Janice Lan, Muhammed Shuaibi, Anuroop Sriram, Zachary Ulissi, Brandon Wood","2022","https://papers.nips.cc/paper_files/paper/2022/file/3501bea1ac61fedbaaff2f88e5fa9447-Abstract-Conference.html-Paper.pdf"
"Handcrafted Backdoors in Deep Neural Networks","Sanghyun Hong, Nicholas Carlini, Alexey Kurakin","2022","https://papers.nips.cc/paper_files/paper/2022/file/3538a22cd3ceb8f009cc62b9e535c29f-Abstract-Conference.html-Paper.pdf"
"Touch and Go: Learning from Human-Collected Vision and Touch","Fengyu Yang, Chenyang Ma, Jiacheng Zhang, Jing Zhu, Wenzhen Yuan, Andrew Owens","2022","https://papers.nips.cc/paper_files/paper/2022/file/354892587fe39b17c2b727af02abff4a-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"SoLar: Sinkhorn Label Refinery for Imbalanced Partial-Label Learning","Haobo Wang, Mingxuan Xia, Yixuan Li, Yuren Mao, Lei Feng, Gang Chen, Junbo Zhao","2022","https://papers.nips.cc/paper_files/paper/2022/file/357a0a771bf65ee07926d6af41b75030-Abstract-Conference.html-Paper.pdf"
"Log-Linear-Time Gaussian Processes Using Binary Tree Kernels","Michael K. Cohen, Samuel Daulton, Michael A Osborne","2022","https://papers.nips.cc/paper_files/paper/2022/file/359ddb9caccb4c54cc915dceeacf4892-Abstract-Conference.html-Paper.pdf"
"Recovering Private Text in Federated Learning of Language Models","Samyak Gupta, Yangsibo Huang, Zexuan Zhong, Tianyu Gao, Kai Li, Danqi Chen","2022","https://papers.nips.cc/paper_files/paper/2022/file/35b5c175e139bff5f22a5361270fce87-Abstract-Conference.html-Paper.pdf"
"INRAS: Implicit Neural Representation for Audio Scenes","Kun Su, Mingfei Chen, Eli Shlizerman","2022","https://papers.nips.cc/paper_files/paper/2022/file/35d5ad984cc0ddd84c6f1c177a2066e5-Abstract-Conference.html-Paper.pdf"
"Non-Monotonic Latent Alignments for CTC-Based Non-Autoregressive Machine Translation","Chenze Shao, Yang Feng","2022","https://papers.nips.cc/paper_files/paper/2022/file/35f805e65c77652efa731edc10c8e3a6-Abstract-Conference.html-Paper.pdf"
"Attention-based Neural Cellular Automata","Mattie Tesfaldet, Derek Nowrouzezahrai, Chris Pal","2022","https://papers.nips.cc/paper_files/paper/2022/file/361e5112d2eca09513bbd266e4b2d2be-Abstract-Conference.html-Paper.pdf"
"Learning Deep Input-Output Stable Dynamics","Ryosuke Kojima, Yuji Okamoto","2022","https://papers.nips.cc/paper_files/paper/2022/file/364721b3d5d9da2aaa19adafd7b0f49c-Abstract-Conference.html-Paper.pdf"
"Grounded Video Situation Recognition","Zeeshan Khan, C.V. Jawahar, Makarand Tapaswi","2022","https://papers.nips.cc/paper_files/paper/2022/file/36474dd150d970be6fcb17035ecc4dce-Abstract-Conference.html-Paper.pdf"
"Policy Optimization with Advantage Regularization for Long-Term Fairness in Decision Systems","Eric Yu, Zhizhen Qin, Min Kyung Lee, Sicun Gao","2022","https://papers.nips.cc/paper_files/paper/2022/file/36b76e1f69bbba80d3463f7d6c02bc3d-Abstract-Conference.html-Paper.pdf"
"Gradient Descent: The Ultimate Optimizer","Kartik Chandra, Audrey Xie, Jonathan Ragan-Kelley, ERIK MEIJER","2022","https://papers.nips.cc/paper_files/paper/2022/file/36ce475705c1dc6c50a5956cedff3d01-Abstract-Conference.html-Paper.pdf"
"DAGMA: Learning DAGs via M-matrices and a Log-Determinant Acyclicity Characterization","Kevin Bello, Bryon Aragam, Pradeep Ravikumar","2022","https://papers.nips.cc/paper_files/paper/2022/file/36e2967f87c3362e37cf988781a887ad-Abstract-Conference.html-Paper.pdf"
"Forward-Backward Latent State Inference for Hidden Continuous-Time semi-Markov Chains","Nicolai Engelmann, Heinz Koeppl","2022","https://papers.nips.cc/paper_files/paper/2022/file/36ecc1d1b883afc0e882876cbdd123ab-Abstract-Conference.html-Paper.pdf"
"LobsDICE: Offline Learning from Observation via Stationary Distribution Correction Estimation","Geon-Hyeong Kim, Jongmin Lee, Youngsoo Jang, Hongseok Yang, Kee-Eung Kim","2022","https://papers.nips.cc/paper_files/paper/2022/file/372593bd318ad8b34b3a8da77e20272b-Abstract-Conference.html-Paper.pdf"
"Ensemble of Averages: Improving Model Selection and Boosting Performance in Domain Generalization","Devansh Arpit, Huan Wang, Yingbo Zhou, Caiming Xiong","2022","https://papers.nips.cc/paper_files/paper/2022/file/372cb7805eaccb2b7eed641271a30eec-Abstract-Conference.html-Paper.pdf"
"Is $L^2$ Physics Informed Loss Always Suitable for Training Physics Informed Neural Network?","Chuwei Wang, Shanda Li, Di He, Liwei Wang","2022","https://papers.nips.cc/paper_files/paper/2022/file/374050dc3f211267bd6bf0ea24eae184-Abstract-Conference.html-Paper.pdf"
"Vision GNN: An Image is Worth Graph of Nodes","Kai Han, Yunhe Wang, Jianyuan Guo, Yehui Tang, Enhua Wu","2022","https://papers.nips.cc/paper_files/paper/2022/file/3743e69c8e47eb2e6d3afaea80e439fb-Abstract-Conference.html-Paper.pdf"
"ELIGN: Expectation Alignment as a Multi-Agent Intrinsic Reward","Zixian Ma, Rose Wang, Fei-Fei Li, Michael Bernstein, Ranjay Krishna","2022","https://papers.nips.cc/paper_files/paper/2022/file/3753163b089e405ef10302698cd9a7fc-Abstract-Conference.html-Paper.pdf"
"Factored DRO: Factored Distributionally Robust Policies for Contextual Bandits","Tong Mu, Yash Chandak, Tatsunori B. Hashimoto, Emma Brunskill","2022","https://papers.nips.cc/paper_files/paper/2022/file/375cc00f0a2297af84304d0c0cd3b7ed-Abstract-Conference.html-Paper.pdf"
"Could Giant Pre-trained Image Models Extract Universal Representations?","Yutong Lin, Ze Liu, Zheng Zhang, Han Hu, Nanning Zheng, Stephen Lin, Yue Cao","2022","https://papers.nips.cc/paper_files/paper/2022/file/3776558654d8db1bfcb9ebde0e01184e-Abstract-Conference.html-Paper.pdf"
"A Scalable Deterministic Global Optimization Algorithm for Training Optimal Decision Tree","Kaixun Hua, Jiayang Ren, Yankai Cao","2022","https://papers.nips.cc/paper_files/paper/2022/file/37771cc0be272368102a37f202bb88d8-Abstract-Conference.html-Paper.pdf"
"Thor: Wielding Hammers to Integrate Language Models and Automated Theorem Provers","Albert Qiaochu Jiang, Wenda Li, Szymon Tworkowski, Konrad Czechowski, Tomasz Odrzygóźdź, Piotr Miłoś, Yuhuai Wu, Mateja Jamnik","2022","https://papers.nips.cc/paper_files/paper/2022/file/377c25312668e48f2e531e2f2c422483-Abstract-Conference.html-Paper.pdf"
"Rethinking Knowledge Graph Evaluation Under the Open-World Assumption","Haotong Yang, Zhouchen Lin, Muhan Zhang","2022","https://papers.nips.cc/paper_files/paper/2022/file/378226e5df7eded3e401de5c9493143c-Abstract-Conference.html-Paper.pdf"
"KERPLE: Kernelized Relative Positional Embedding for Length Extrapolation","Ta-Chung Chi, Ting-Han Fan, Peter J Ramadge, Alexander Rudnicky","2022","https://papers.nips.cc/paper_files/paper/2022/file/37a413841a614b5414b333585e7613b8-Abstract-Conference.html-Paper.pdf"
"Zonotope Domains for Lagrangian Neural Network Verification","Matt Jordan, Jonathan Hayase, Alex Dimakis, Sewoong Oh","2022","https://papers.nips.cc/paper_files/paper/2022/file/37c5e5e5e44950fe20f9e6452d0373ec-Abstract-Conference.html-Paper.pdf"
"Neural Basis Models for Interpretability","Filip Radenovic, Abhimanyu Dubey, Dhruv Mahajan","2022","https://papers.nips.cc/paper_files/paper/2022/file/37da88965c016dca016514df0e420c72-Abstract-Conference.html-Paper.pdf"
"RecursiveMix: Mixed Learning with History","Lingfeng Yang, Xiang Li, Borui Zhao, Renjie Song, Jian Yang","2022","https://papers.nips.cc/paper_files/paper/2022/file/37e44c4b5321605735be9761f9b758fc-Abstract-Conference.html-Paper.pdf"
"GAR: Generalized Autoregression for Multi-Fidelity Fusion","Yuxin Wang, Zheng Xing, WEI XING","2022","https://papers.nips.cc/paper_files/paper/2022/file/37e9e62294ff6607f6f7c170cc993f2c-Abstract-Conference.html-Paper.pdf"
"Anonymized Histograms in Intermediate Privacy Models","Badih Ghazi, Pritish Kamath, Ravi Kumar, Pasin Manurangsi","2022","https://papers.nips.cc/paper_files/paper/2022/file/380afe1a245a3b2134010620eae88865-Abstract-Conference.html-Paper.pdf"
"Truly Deterministic Policy Optimization","Ehsan Saleh, Saba Ghaffari, Tim Bretl, Matthew West","2022","https://papers.nips.cc/paper_files/paper/2022/file/3819dd04c2c87bf0d1deea1740ef0ad5-Abstract-Conference.html-Paper.pdf"
"Language Models with Image Descriptors are Strong Few-Shot Video-Language Learners","Zhenhailong Wang, Manling Li, Ruochen Xu, Luowei Zhou, Jie Lei, Xudong Lin, Shuohang Wang, Ziyi Yang, Chenguang Zhu, Derek Hoiem, Shih-Fu Chang, Mohit Bansal, Heng Ji","2022","https://papers.nips.cc/paper_files/paper/2022/file/381ceeae4a1feb1abc59c773f7e61839-Abstract-Conference.html-Paper.pdf"
"3DB: A Framework for Debugging Computer Vision Models","Guillaume Leclerc, Hadi Salman, Andrew Ilyas, Sai Vemprala, Logan Engstrom, Vibhav Vineet, Kai Xiao, Pengchuan Zhang, Shibani Santurkar, Greg Yang, Ashish Kapoor, Aleksander Madry","2022","https://papers.nips.cc/paper_files/paper/2022/file/3848bc3112429079af85dedb7d369ef4-Abstract-Conference.html-Paper.pdf"
"Empirical Gateaux Derivatives for Causal Inference","Michael Jordan, Yixin Wang, Angela Zhou","2022","https://papers.nips.cc/paper_files/paper/2022/file/3848fef259495bfd04d60cdc5c1b4db7-Abstract-Conference.html-Paper.pdf"
"Calibrated Data-Dependent Constraints with Exact Satisfaction Guarantees","Songkai Xue, Yuekai Sun, Mikhail Yurochkin","2022","https://papers.nips.cc/paper_files/paper/2022/file/38c5feed4b72c96f6cf925ccc9832ecf-Abstract-Conference.html-Paper.pdf"
"Towards Consistency in Adversarial Classification","Laurent Meunier, Raphael Ettedgui, Rafael Pinot, Yann Chevaleyre, Jamal Atif","2022","https://papers.nips.cc/paper_files/paper/2022/file/38d6af46cca4ce1f7d699bf11078cb84-Abstract-Conference.html-Paper.pdf"
"Residual Multiplicative Filter Networks for Multiscale Reconstruction","Shayan Shekarforoush, David Lindell, David J. Fleet, Marcus A. Brubaker","2022","https://papers.nips.cc/paper_files/paper/2022/file/38e491559eb9e4cf31b8cd3a4e222436-Abstract-Conference.html-Paper.pdf"
"WT-MVSNet: Window-based Transformers for Multi-view Stereo","Jinli Liao, Yikang Ding, Yoli Shavit, Dihe Huang, Shihao Ren, Jia Guo, Wensen Feng, Kai Zhang","2022","https://papers.nips.cc/paper_files/paper/2022/file/38e511a690709603d4cc3a1c52b4a9fd-Abstract-Conference.html-Paper.pdf"
"Private Isotonic Regression","Badih Ghazi, Pritish Kamath, Ravi Kumar, Pasin Manurangsi","2022","https://papers.nips.cc/paper_files/paper/2022/file/38fd51cf36f28566230a93a5fbeaabbf-Abstract-Conference.html-Paper.pdf"
"A Closer Look at Offline RL Agents","Yuwei Fu, Di Wu, Benoit Boulet","2022","https://papers.nips.cc/paper_files/paper/2022/file/3908cadfcc99db12001eafb1207353e9-Abstract-Conference.html-Paper.pdf"
"Generalization Bounds for Estimating Causal Effects of Continuous Treatments","Xin Wang, Shengfei Lyu, Xingyu Wu, Tianhao Wu, Huanhuan Chen","2022","https://papers.nips.cc/paper_files/paper/2022/file/390bb66a088d37f62ee9fb779c5953c2-Abstract-Conference.html-Paper.pdf"
"Better Uncertainty Calibration via Proper Scores for Classification and Beyond","Sebastian Gruber, Florian Buettner","2022","https://papers.nips.cc/paper_files/paper/2022/file/3915a87ddac8e8c2f23dbabbcee6eec9-Abstract-Conference.html-Paper.pdf"
"Video Diffusion Models","Jonathan Ho, Tim Salimans, Alexey Gritsenko, William Chan, Mohammad Norouzi, David J. Fleet","2022","https://papers.nips.cc/paper_files/paper/2022/file/39235c56aef13fb05a6adc95eb9d8d66-Abstract-Conference.html-Paper.pdf"
"Formulating Robustness Against Unforeseen Attacks","Sihui Dai, Saeed Mahloujifar, Prateek Mittal","2022","https://papers.nips.cc/paper_files/paper/2022/file/392ac56724c133c37d5ea746e52f921f-Abstract-Conference.html-Paper.pdf"
"Single Model Uncertainty Estimation via Stochastic Data Centering","Jayaraman Thiagarajan, Rushil Anirudh, Vivek Sivaraman Narayanaswamy, Timo Bremer","2022","https://papers.nips.cc/paper_files/paper/2022/file/392d0d05e2f514063e6ce6f8b370834c-Abstract-Conference.html-Paper.pdf"
"Autoinverse: Uncertainty Aware Inversion of Neural Networks","Navid Ansari, Hans-peter Seidel, Nima Vahidi Ferdowsi, Vahid Babaei","2022","https://papers.nips.cc/paper_files/paper/2022/file/3942d2f7fc0a5af1bf70dcbdcf4c56aa-Abstract-Conference.html-Paper.pdf"
"FedPop: A Bayesian Approach for Personalised Federated Learning","Nikita Kotelevskii, Maxime Vono, Alain Durmus, Eric Moulines","2022","https://papers.nips.cc/paper_files/paper/2022/file/395409679270591fd2a70abc694cf5a1-Abstract-Conference.html-Paper.pdf"
"Semantic Diffusion Network for Semantic Segmentation","Haoru Tan, Sitong Wu, Jimin Pi","2022","https://papers.nips.cc/paper_files/paper/2022/file/396446770f5e8496ca1feb02079d4fb7-Abstract-Conference.html-Paper.pdf"
"Iterative Structural Inference of Directed Graphs","Aoran Wang, Jun Pang","2022","https://papers.nips.cc/paper_files/paper/2022/file/39717429762da92201a750dd03386920-Abstract-Conference.html-Paper.pdf"
"An efficient graph generative model for navigating ultra-large combinatorial synthesis libraries","Aryan Pedawi, Pawel Gniewek, Chaoyi Chang, Brandon Anderson, Henry van den Bedem","2022","https://papers.nips.cc/paper_files/paper/2022/file/39781da4b5d05bc2908ce08e43bc6404-Abstract-Conference.html-Paper.pdf"
"Learning to Discover and Detect Objects","Vladimir Fomenko, Ismail Elezi, Deva Ramanan, Laura Leal-Taixé, Aljosa Osep","2022","https://papers.nips.cc/paper_files/paper/2022/file/39a636ecfecd89220aaf0fc79230e1f5-Abstract-Conference.html-Paper.pdf"
"Simulation-guided Beam Search for Neural Combinatorial Optimization","Jinho Choo, Yeong-Dae Kwon, Jihoon Kim, Jeongwoo Jae, André Hottung, Kevin Tierney, Youngjune Gwon","2022","https://papers.nips.cc/paper_files/paper/2022/file/39b9b60f0d149eabd1fff2d7c7d5afc4-Abstract-Conference.html-Paper.pdf"
"FlowHMM: Flow-based continuous hidden Markov models","Pawel Lorek, Rafal Nowak, Tomasz Trzcinski, Maciej Zieba","2022","https://papers.nips.cc/paper_files/paper/2022/file/39c5871aa13be86ab978cba7069cbcec-Abstract-Conference.html-Paper.pdf"
"Near Instance-Optimal PAC Reinforcement Learning for Deterministic MDPs","Andrea Tirinzoni, Aymen Al Marjani, Emilie Kaufmann","2022","https://papers.nips.cc/paper_files/paper/2022/file/39c60dda48ebf0a2e5dda52ce08eb5c8-Abstract-Conference.html-Paper.pdf"
"VICRegL: Self-Supervised Learning of Local Visual Features","Adrien Bardes, Jean Ponce, Yann LeCun","2022","https://papers.nips.cc/paper_files/paper/2022/file/39cee562b91611c16ac0b100f0bc1ea1-Abstract-Conference.html-Paper.pdf"
"Alleviating Adversarial Attacks on Variational Autoencoders with MCMC","Anna Kuzina, Max Welling, Jakub Tomczak","2022","https://papers.nips.cc/paper_files/paper/2022/file/39e9c5913c970e3e49c2df629daff636-Abstract-Conference.html-Paper.pdf"
"Policy Gradient With Serial Markov Chain Reasoning","Edoardo Cetin, Oya Celiktutan","2022","https://papers.nips.cc/paper_files/paper/2022/file/39fac857b4467e3ef4f358186bb07d81-Abstract-Conference.html-Paper.pdf"
"DTG-SSOD: Dense Teacher Guidance for Semi-Supervised Object Detection","Gang Li, Xiang Li, Yujie Wang, Wu Yichao, Ding Liang, Shanshan Zhang","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a02b6df276223b68c69ca572cb3c4a8-Abstract-Conference.html-Paper.pdf"
"Human-AI Shared Control via Policy Dissection","Quanyi Li, Zhenghao Peng, Haibin Wu, Lan Feng, Bolei Zhou","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a02da3fdfd592d9a5273101c3546611-Abstract-Conference.html-Paper.pdf"
"Improving Generative Adversarial Networks via Adversarial Learning in Latent Space","Yang Li, Yichuan Mo, Liangliang Shi, Junchi Yan","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a1fc7b8e200a45110872c56f0569f61-Abstract-Conference.html-Paper.pdf"
"ShapeCrafter: A Recursive Text-Conditioned 3D Shape Generation Model","Rao Fu, Xiao Zhan, YIWEN CHEN, Daniel Ritchie, Srinath Sridhar","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a33ae4d634b49b0866b4142a1f82a2f-Abstract-Conference.html-Paper.pdf"
"SoundSpaces 2.0: A Simulation Platform for Visual-Acoustic Learning","Changan Chen, Carl Schissler, Sanchit Garg, Philip Kobernik, Alexander Clegg, Paul Calamia, Dhruv Batra, Philip Robinson, Kristen Grauman","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a48b0eaba26ba862220a307a9edb0bb-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"AutoWS-Bench-101: Benchmarking Automated Weak Supervision with 100 Labels","Nicholas Roberts, Xintong Li, Tzu-Heng Huang, Dyah Adila, Spencer Schoenberg, Cheng-Yu Liu, Lauren Pick, Haotian Ma, Aws Albarghouthi, Frederic Sala","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a54969b29a793de4e6b6d5a6062e494-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"Towards Disentangling Information Paths with Coded ResNeXt","Apostolos Avranas, Marios Kountouris","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a819a53408e20b75d1954bf617ccc0a-Abstract-Conference.html-Paper.pdf"
"Time-Conditioned Dances with Simplicial Complexes: Zigzag Filtration Curve based Supra-Hodge Convolution Networks for Time-series Forecasting","Yuzhou Chen, Yulia Gel, H. Vincent Poor","2022","https://papers.nips.cc/paper_files/paper/2022/file/3a899fa79bc4110bca1eaa6649e9a8fa-Abstract-Conference.html-Paper.pdf"
"Are Defenses for Graph Neural Networks Robust?","Felix Mujkanovic, Simon Geisler, Stephan Günnemann, Aleksandar Bojchevski","2022","https://papers.nips.cc/paper_files/paper/2022/file/3ac904a31f9141444009777abef2ed8e-Abstract-Conference.html-Paper.pdf"
"GraB: Finding Provably Better Data Permutations than Random Reshuffling","Yucheng Lu, Wentao Guo, Christopher M. De Sa","2022","https://papers.nips.cc/paper_files/paper/2022/file/3acb49252187efa352a1ae0e4b066ced-Abstract-Conference.html-Paper.pdf"
"Amortized Proximal Optimization","Juhan Bae, Paul Vicol, Jeff Z. HaoChen, Roger B. Grosse","2022","https://papers.nips.cc/paper_files/paper/2022/file/3af25aa3de8b7b02ddbd1b6be5031be8-Abstract-Conference.html-Paper.pdf"
"A Statistical Online Inference Approach in Averaged Stochastic Approximation","Chuhan Xie, Zhihua Zhang","2022","https://papers.nips.cc/paper_files/paper/2022/file/3afaa2102fb8ea44cbadc13e45bba718-Abstract-Conference.html-Paper.pdf"
"SAViT: Structure-Aware Vision Transformer Pruning via Collaborative Optimization","Chuanyang Zheng, zheyang li, Kai Zhang, Zhi Yang, Wenming Tan, Jun Xiao, Ye Ren, Shiliang Pu","2022","https://papers.nips.cc/paper_files/paper/2022/file/3b11c5cc84b6da2838db348b37dbd1a2-Abstract-Conference.html-Paper.pdf"
"Deciding What to Model: Value-Equivalent Sampling for Reinforcement Learning","Dilip Arumugam, Benjamin Van Roy","2022","https://papers.nips.cc/paper_files/paper/2022/file/3b18d368150474ac6fc9bb665d3eb3da-Abstract-Conference.html-Paper.pdf"
"Giga-scale Kernel Matrix-Vector Multiplication on GPU","Robert Hu, Siu Lun Chau, Dino Sejdinovic, Joan Glaunès","2022","https://papers.nips.cc/paper_files/paper/2022/file/3b1f32693e9fe15c949a0742bf226803-Abstract-Conference.html-Paper.pdf"
"MultiScan: Scalable RGBD scanning for 3D environments with articulated objects","Yongsen Mao, Yiming Zhang, Hanxiao Jiang, Angel Chang, Manolis Savva","2022","https://papers.nips.cc/paper_files/paper/2022/file/3b3a83a5d86e1d424daefed43d998079-Abstract-Conference.html-Paper.pdf"
"Are GANs overkill for NLP?","David Alvarez-Melis, Vikas Garg, Adam Kalai","2022","https://papers.nips.cc/paper_files/paper/2022/file/3b54ff26ae928fb2f111198c75f6a7e3-Abstract-Conference.html-Paper.pdf"
"“Why Not Other Classes?”: Towards Class-Contrastive Back-Propagation Explanations","Yipei Wang, Xiaoqian Wang","2022","https://papers.nips.cc/paper_files/paper/2022/file/3b7a66b2d1258e892c89f485b8f896e0-Abstract-Conference.html-Paper.pdf"
"Neural Stochastic Control","Jingdong Zhang, Qunxi Zhu, Wei LIN","2022","https://papers.nips.cc/paper_files/paper/2022/file/3b91129cf07287aac3de7b8adba2196f-Abstract-Conference.html-Paper.pdf"
"Constrained Update Projection Approach to Safe Policy Optimization","Long Yang, Jiaming Ji, Juntao Dai, Linrui Zhang, Binbin Zhou, Pengfei Li, Yaodong Yang, Gang Pan","2022","https://papers.nips.cc/paper_files/paper/2022/file/3ba7560b4c3e66d760fbdd472cf4a5a9-Abstract-Conference.html-Paper.pdf"
"DetCLIP: Dictionary-Enriched Visual-Concept Paralleled Pre-training for Open-world Detection","Lewei Yao, Jianhua Han, Youpeng Wen, Xiaodan Liang, Dan Xu, Wei Zhang, Zhenguo Li, Chunjing XU, Hang Xu","2022","https://papers.nips.cc/paper_files/paper/2022/file/3ba960559212691be13fa81d9e5e0047-Abstract-Conference.html-Paper.pdf"
"The Sample Complexity of One-Hidden-Layer Neural Networks","Gal Vardi, Ohad Shamir, Nati Srebro","2022","https://papers.nips.cc/paper_files/paper/2022/file/3baf4eeffad860ca9c54aeab632716b4-Abstract-Conference.html-Paper.pdf"
"Learning from Few Samples: Transformation-Invariant SVMs with Composition and Locality at Multiple Scales","Tao Liu, P. R. Kumar, Ruida Zhou, Xi Liu","2022","https://papers.nips.cc/paper_files/paper/2022/file/3bb52493b3fb77a3340401d5f7a1b6b6-Abstract-Conference.html-Paper.pdf"
"Learning Efficient Vision Transformers via Fine-Grained Manifold Distillation","Zhiwei Hao, Jianyuan Guo, Ding Jia, Kai Han, Yehui Tang, Chao Zhang, Han Hu, Yunhe Wang","2022","https://papers.nips.cc/paper_files/paper/2022/file/3bd2d73b4e96b0ac5a319be58a96016c-Abstract-Conference.html-Paper.pdf"
"Equivariant Graph Hierarchy-Based Neural Networks","Jiaqi Han, Wenbing Huang, Tingyang Xu, Yu Rong","2022","https://papers.nips.cc/paper_files/paper/2022/file/3bdeb28a531f7af94b56bcdf8ee88f17-Abstract-Conference.html-Paper.pdf"
"Learning interacting dynamical systems with latent Gaussian process ODEs","Çağatay Yıldız, Melih Kandemir, Barbara Rakitsch","2022","https://papers.nips.cc/paper_files/paper/2022/file/3be14af22f0b311325664277f48111f4-Abstract-Conference.html-Paper.pdf"
"OLIVES Dataset: Ophthalmic Labels for Investigating Visual Eye Semantics","Mohit Prabhushankar, Kiran Kokilepersaud, Yash-yee Logan, Stephanie Trejo Corona, Ghassan AlRegib, Charles Wykoff","2022","https://papers.nips.cc/paper_files/paper/2022/file/3be60b4a739b95a07a944a1a2c41e05e-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"Off-Policy Evaluation for Action-Dependent Non-stationary Environments","Yash Chandak, Shiv Shankar, Nathaniel Bastian, Bruno da Silva, Emma Brunskill, Philip S. Thomas","2022","https://papers.nips.cc/paper_files/paper/2022/file/3bf80b34f731313b8292f4578e820c90-Abstract-Conference.html-Paper.pdf"
"Fast Mixing of Stochastic Gradient Descent with Normalization and Weight Decay","Zhiyuan Li, Tianhao Wang, Dingli Yu","2022","https://papers.nips.cc/paper_files/paper/2022/file/3c215225324f9988858602dc92219615-Abstract-Conference.html-Paper.pdf"
"OPEN: Orthogonal Propagation with Ego-Network Modeling","Liang Yang, Lina Kang, Qiuliang Zhang, Mengzhe Li, bingxin niu, Dongxiao He, Zhen Wang, Chuan Wang, Xiaochun Cao, Yuanfang Guo","2022","https://papers.nips.cc/paper_files/paper/2022/file/3c2b60a3f269c404e9329ee119f2d34a-Abstract-Conference.html-Paper.pdf"
"Beyond the Best: Distribution Functional Estimation in Infinite-Armed Bandits","Yifei Wang, Tavor Baharav, Yanjun Han, Jiantao Jiao, David Tse","2022","https://papers.nips.cc/paper_files/paper/2022/file/3c2fd72a28fb98facf98546727320249-Abstract-Conference.html-Paper.pdf"
"Adversarial training for high-stakes reliability","Daniel Ziegler, Seraphina Nix, Lawrence Chan, Tim Bauman, Peter Schmidt-Nielsen, Tao Lin, Adam Scherlis, Noa Nabeshima, Benjamin Weinstein-Raun, Daniel de Haas, Buck Shlegeris, Nate Thomas","2022","https://papers.nips.cc/paper_files/paper/2022/file/3c44405d619a6920384a45bce876b41e-Abstract-Conference.html-Paper.pdf"
"ELEVATER: A Benchmark and Toolkit for Evaluating Language-Augmented Visual Models","Chunyuan Li, Haotian Liu, Liunian Li, Pengchuan Zhang, Jyoti Aneja, Jianwei Yang, Ping Jin, Houdong Hu, Zicheng Liu, Yong Jae Lee, Jianfeng Gao","2022","https://papers.nips.cc/paper_files/paper/2022/file/3c4688b6a76f25f2311daa0d75a58f1a-Abstract-Datasets_and_Benchmarks.html-Paper.pdf"
"Augmented RBMLE-UCB Approach for Adaptive Control of Linear Quadratic Systems","Akshay Mete, Rahul Singh, P. R. Kumar","2022","https://papers.nips.cc/paper_files/paper/2022/file/3c601cd5866099648c6dc783e7f39858-Abstract-Conference.html-Paper.pdf"
